smiles,pIC50,MW,LogP,RO5
C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OCC)nc32)c1,8.36,542.64,4.2,1.0
CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.96,426.32,4.19,0.0
CCOc1cc2ncc(C#N)c(Nc3ccc(Sc4nc(-c5ccccc5)cs4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,6.9,641.22,8.23,2.0
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4nccn4C)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,6.3,560.06,5.27,2.0
CCOc1cc2ncc(C#N)c(Nc3ccc4c(c3)CCN4Cc3ccccc3)c2cc1NC(=O)/C=C/CN(C)C,6.47,546.68,5.87,2.0
Brc1cccc(Nc2ncnc3ccncc23)c1NCCCCN1CCOCC1,8.26,457.38,4.06,0.0
Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,9.6,411.27,3.3,0.0
CN(C)c1ncc2ncnc(Nc3cccc(Br)c3)c2n1,9.02,345.2,2.99,0.0
COc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.58,331.17,3.54,0.0
Fc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,6.9,319.14,3.67,0.0
CCc1ccccc1NC(=O)N1C[C@@H](C)Oc2cc(-c3ccc([C@H]4CC[C@H](CC(=O)O)CC4)cc3)ccc21,5.12,512.65,7.48,2.0
COc1cc2cc3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3cc2cc1OC,6.17,407.83,5.81,1.0
COc1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12,7.1,386.27,5.36,1.0
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,7.1,467.93,5.1,1.0
Cc1ccc(Oc2ccc(Nc3ncnc4ccc(-c5cn(CCCCCCC(=O)NO)nn5)cc34)cc2C)cn1,8.0,552.64,5.89,2.0
COc1cc2ncnc(N3CCCc4ccccc43)c2cc1NC(=O)/C=C/CN(C)C,7.14,417.51,3.78,0.0
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@@H]1CCOC1,8.3,485.95,4.39,0.0
CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)O[C@H]1CC[C@H](N)CC1,7.64,524.63,4.38,1.0
CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OCC1CCCNC1,7.42,524.63,4.11,1.0
COc1cc2ncnc(Nc3ccc(NC(=O)Nc4cccc(Br)c4)cc3)c2cc1OC,5.11,494.35,5.8,1.0
C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,8.15,466.95,5.25,1.0
O=C(COc1c(F)c(F)c(F)c(F)c1F)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.63,539.26,5.85,2.0
O=C(COc1ccc(F)cc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.07,467.3,5.29,1.0
O=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)[C@@H]1O[C@H]1CN1CCCCC1,8.91,482.38,4.33,0.0
O=C(O)[C@@H]1O[C@H]1C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.84,429.23,2.93,0.0
O=C(O)[C@@H]1O[C@H]1C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.96,429.23,2.93,0.0
COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,5.19,469.55,4.95,0.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC(F)C1,7.34,487.94,5.1,1.0
CN(C)CCCC(=O)Nc1ccc2c(C#N)cnc(Nc3cccc(Br)c3)c2c1,5.39,452.36,4.89,0.0
CCOC(=O)Nc1ccc2c(C#N)cnc(Nc3cccc(Br)c3)c2c1,4.89,411.26,5.18,1.0
CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1,5.03,509.95,4.7,1.0
Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,10.0,315.17,3.72,0.0
COc1cc2ncnc(N3CCc4ccccc43)c2cc1NC(=O)/C=C/CN1CCCCC1,6.94,443.55,4.31,0.0
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)[nH]c4n3)cc2)CC1,7.54,400.49,3.59,0.0
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2N=C=S)n1,5.74,483.0,5.16,1.0
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)CO)n1,6.7,498.97,3.36,0.0
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)/C=C/CN(C)C)cc2)n1,5.09,552.08,4.48,1.0
C=CC(=O)Nc1ccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)cc1,5.19,494.98,4.55,0.0
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3nc[nH]c3n2)C[C@H]1F,6.12,401.41,0.67,0.0
C=CC(=O)Nc1cc(Nc2ccnc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,6.82,499.62,4.51,0.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,5.8,555.56,4.78,1.0
C=CC(=O)N1C[C@@H]2CN(c3nc(Nc4cnn(C)c4)c4ncn(C(C)C)c4n3)C[C@@H]2C1,7.31,421.51,1.96,0.0
C=CC(=O)N[C@H]1CN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C[C@@H]1F,6.15,413.46,1.71,0.0
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3nc[nH]c3n2)C[C@H]1F,6.17,401.41,0.67,0.0
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)C)c3n2)C[C@H]1F,8.7,443.49,1.72,0.0
C=CC(=O)Nc1cc(Nc2ccnc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,7.25,499.62,4.51,0.0
C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.63,383.25,4.65,0.0
C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)C(C)c4ccc(CC(C)C)cc4)c(OCCOC)cc23)c1,8.05,567.69,6.3,2.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccccc2Cl)c1O,5.6,388.88,3.88,0.0
COc1ccc(-c2c3c4cc(OCCN(C)C)c(OCCN(C)C)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,6.63,855.74,5.33,3.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3s2)c1O,4.73,397.48,3.7,0.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3s2)c1O,4.72,397.48,3.7,0.0
c1cc(Nc2nccc(-c3cccnc3)n2)cc(OCCn2ccnc2)c1,5.15,358.41,3.56,0.0
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,6.46,581.07,6.14,2.0
C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccc(NS(C)(=O)=O)cc5)cc4c32)ccc1C,5.37,524.6,5.01,2.0
CC(C)(C)c1cc(/C=C2\C(=O)Nc3ccccc32)cc(C(C)(C)C)c1O,5.1,349.47,5.48,1.0
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(F)cc1,6.25,283.26,3.03,0.0
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCN(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)CC1,5.4,460.45,1.69,0.0
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],7.82,375.18,4.05,0.0
C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,7.57,476.54,5.83,1.0
N#C/C(=C\c1ccc(O)cc1)c1ccccn1,4.14,222.25,2.85,0.0
CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc21,5.7,385.9,3.93,0.0
CC[C@H](C)Nc1cc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)ncc1C(=O)NC1CCOCC1,7.85,540.65,2.94,2.0
C=C(CN1CCOCC1)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.97,468.36,3.96,0.0
Nc1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,8.3,336.79,4.0,0.0
CN(C)CCNCc1ccc(-c2cc3c(N(C)Cc4ccccc4)ncnc3[nH]2)cc1F,8.7,432.55,4.05,0.0
CCN(Cc1ccccc1)c1ncnc2[nH]c(-c3ccc(CO)cc3)cc12,9.1,358.45,4.14,0.0
CN(c1ncnc2[nH]c(-c3ccc(CO)cc3)cc12)[C@H](CO)c1ccccc1,8.43,374.44,3.29,0.0
C=CC(=O)NCCn1cc(-c2ncnc3cc(OC)c(OC)cc23)c(-c2cccc(OC)c2)n1,7.68,459.51,3.49,0.0
C=CC(=O)N1CC[C@@H](n2cc(-c3ncnc4cc(OC)c(OC)cc34)c(-c3cccc(OC)c3)n2)C1,7.44,485.54,4.15,0.0
C=CC(=O)N1CC[C@H](n2cc(-c3ccncc3)c(-c3cccc(OCc4ccc5c(c4)CN(C)C5=O)c3)n2)C1,5.82,519.61,4.74,1.0
C=CC(=O)N1CC[C@H](n2cc(-c3ccncc3)c(-c3cccc(/C=C/c4ncc(C5CC5)o4)c3)n2)C1,8.22,477.57,5.61,1.0
C=CC(=O)N1CC(Oc2cc3c(-c4c[nH]nc4-c4cccc(OC)c4)ncnc3cc2OC)C1,6.64,457.49,3.48,0.0
C=CC(=O)N1CC[C@H](n2cc(-c3ccncc3)c(-c3cc(F)cc(OCc4ccc5c(c4)CN(C)C5=O)c3)n2)C1,6.27,537.6,4.88,1.0
COc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCCOCCn1ccnc1[N+](=O)[O-],7.7,609.01,5.95,3.0
COc1ccc(NC(=O)C2=C(C)NC(=S)NC2c2ccc(OCc3ccccc3)c(OC)c2)c(OC)c1,7.12,519.62,4.72,1.0
CN(/N=N\c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C(=O)OCCl,9.41,405.25,5.29,1.0
O=C(Cn1sccc1=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.44,456.33,4.0,0.0
O=C(Nc1cc2c(Nc3ccc(F)c(F)c3)ncnc2cc1OCCCN1CCOCC1)c1cc([N+](=O)[O-])ccc1F,7.28,582.54,5.05,2.0
CN1CCN(CCCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc2NC(=O)c2cc([N+](=O)[O-])ccc2F)CC1,8.18,612.04,5.48,2.0
O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1F)c1cc([N+](=O)[O-])ccc1F,7.36,473.8,5.6,1.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(-c2ccccc2)nn1,7.58,515.94,5.45,2.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(Cc2cccc(F)c2)nn1,7.17,547.95,5.65,2.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,10.4,494.98,4.55,0.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,10.4,485.95,4.39,0.0
O=C(Nc1cc2c(Nc3ccc(F)c(F)c3)ncnc2cc1OCCCN1CCOCC1)c1cc([N+](=O)[O-])ccc1F,7.5,582.54,5.05,2.0
CN(C)CCCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)c1cc([N+](=O)[O-])ccc1F,8.42,570.98,6.19,2.0
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,7.28,584.11,5.09,2.0
O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCNCC1)c1cc([N+](=O)[O-])ccc1F,8.72,598.01,5.14,2.0
O=C(Nc1ccccc1)c1cc2cc(O)c(O)cc2cn1,5.25,280.28,2.9,0.0
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,9.59,520.6,4.85,1.0
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,5.0,204.19,0.49,0.0
Brc1cccc(Nc2ncnc3c2sc2ccccc23)c1,6.77,356.25,5.35,1.0
CCN(CC)C(C)/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC,5.32,495.99,5.88,1.0
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(-c2cn(S(=O)(=O)C3CC3)c3ccccc23)n1,7.48,636.22,5.06,2.0
CCS(=O)(=O)n1cc(-c2nc(Nc3cc(Cl)c(N4CCC(N5CCN(C)CC5)CC4)cc3OC(C)C)ncc2Cl)c2ccccc21,6.38,686.71,6.35,2.0
Cn1c(SSc2c(CC(=O)O)c3ccccc3n2C)c(CC(=O)O)c2ccccc21,4.28,440.55,4.72,0.0
CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,7.77,482.54,3.84,0.0
CO[C@H]1[C@@H](N(C)S(C)(=O)=O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.96,544.63,4.03,1.0
C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,8.7,391.43,3.16,0.0
COc1ccc(/C=C/c2cnc3cc(OC)c(OC)cc3c2)cc1,4.7,321.38,4.43,0.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,5.36,431.93,4.35,0.0
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,8.53,464.83,5.55,1.0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCCCC(=O)O)c1O,4.32,350.4,1.89,0.0
Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)cc23)c1,8.2,410.28,3.91,0.0
Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc4ccccc4c3)C2)cc1,5.49,385.49,4.93,0.0
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC[C@@H](N(C)C)C1,4.8,533.04,4.46,1.0
CC(C)(C)C(=O)Nc1nc(Nc2ccc(F)c(Br)c2)c2cc(CCc3ccccn3)[nH]c2n1,5.27,511.4,5.77,2.0
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,5.92,393.44,3.41,0.0
C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,5.7,513.65,4.82,1.0
CCOc1cc2ncnc(Nc3ccc(OCC4CC4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,8.44,514.0,5.57,2.0
COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,8.81,554.0,6.11,2.0
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1,8.24,382.42,5.29,1.0
Cn1c(SSc2c(C(=O)NCc3ccccc3)c3ccccc3n2C)c(C(=O)NCc2ccccc2)c2ccccc21,5.77,590.77,7.33,2.0
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,6.77,482.9,3.61,0.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(Cc2ccc(Cl)cc2)nn1,7.92,564.41,6.16,2.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(Cc2ccc(F)cc2)nn1,7.35,547.95,5.65,2.0
CC(=O)Nc1ccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)cc1,7.64,464.53,5.66,1.0
CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,8.15,395.47,4.23,0.0
CCCC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,7.54,603.17,5.28,2.0
CCCN1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,7.28,575.16,5.36,2.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3OC)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,7.56,584.73,4.25,1.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCC6(CCN(C)CC6)CC5)c(C)c4)nc32)C1,6.65,670.83,5.95,2.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C6COC6)CC5)c(C)c4)nc32)C1,6.52,644.75,4.15,1.0
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C6COC6)CC5)c(C)c4)nc32)C1,6.44,661.21,4.67,1.0
CCC(=O)N[C@H]1CC[C@@H](n2c(=O)c(-c3ccccc3Cl)c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)CC1,6.77,628.22,6.23,2.0
CCC(=O)N1CCC[C@@H](n2c(=O)c(-c3ccc(F)cc3Cl)c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,6.65,632.18,5.94,2.0
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,8.52,584.11,5.09,2.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2Cl)c1,7.19,455.9,4.77,0.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,7.48,446.91,4.28,0.0
CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCCCC1,7.42,591.09,7.2,2.0
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,8.3,474.33,4.5,0.0
CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,8.35,551.02,6.27,2.0
COc1ccc2c(c1)CCCN2c1nc(C)nc2oc(C)cc12,8.47,309.37,3.93,0.0
C=CC(=O)N1CCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cccc1c2,8.54,437.55,5.93,1.0
Brc1cccc(Nc2ncnc3cnc(NCCc4ccccn4)cc23)c1,8.09,421.3,4.58,0.0
O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccc(C(=O)O)cc2)[nH]c2ccccc12)NCc1ccc(C(=O)O)cc1,5.13,706.85,7.34,3.0
CN(C)/N=N/c1ccc2ncnc(N(C)c3ccccc3)c2c1,4.88,306.37,3.96,0.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,6.78,446.91,4.28,0.0
COc1cc2ncnc(C#CCCc3ccccc3)c2cc1OC,7.85,318.38,3.63,0.0
COc1ccc(-c2coc3cc(OCC(=O)N/C=C\c4ccc(O)cc4)ccc3c2=O)cc1,7.48,443.46,4.34,0.0
Cl.O=[N+]([O-])c1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,7.91,437.71,5.26,1.0
COc1cc(-c2nc3ccccc3s2)ccc1OCC(=O)NNC(=O)CN1CCC[C@H]1C(=O)O,6.47,484.53,2.05,0.0
Brc1cccc(Nc2ncnc3sccc23)c1,7.46,306.19,4.2,0.0
Nc1nc(Nc2cccc(Br)c2)c2c(n1)[nH]c1ccccc12,6.83,354.21,4.2,0.0
Cc1cccc(Nc2ncnc3cc(NCCCCN(C)C)ncc23)c1,8.27,350.47,3.83,0.0
CS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21,8.17,534.43,4.43,1.0
CC(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O,8.01,548.45,4.82,1.0
C=CC(=O)N1CCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cccc1c2,7.4,437.55,5.93,1.0
C=CC(=O)N1CCCCCCCCn2cc(c3ccccc32)-c2ccnc(n2)Nc2cccc1c2,7.06,465.6,6.72,1.0
CCc1ccc(C2=C(O)C(=O)C(c3ccc(CC)cc3)=C(O)C2=O)cc1,7.52,348.4,4.2,0.0
COc1ccc(Nc2ncnc3cccc(OC4CCN(C)CC4)c23)cc1Cl,5.75,398.89,4.51,0.0
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,8.42,485.95,4.39,0.0
C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)nc3[nH]ccc23)CC1,7.5,519.61,2.93,1.0
C=CC(=O)N1CCC(Oc2nc(Nc3cnn(C)c3)nc3[nH]ccc23)CC1,6.69,367.41,1.99,0.0
CCOC(=O)N[C@@H]1CCCN(c2cnc(C(N)=O)c(Nc3ccc(C4CCN(C5CCCC5)CC4)cc3)n2)C1,6.26,535.69,4.16,1.0
NC(=O)c1ncc(N2CCC[C@@H](NC(=O)C3CC3)C2)nc1Nc1ccc(C2CCN(C3CCCC3)CC2)cc1,5.26,531.71,3.94,1.0
CN(C)C(=O)N[C@@H]1CCCN(c2cnc(C(N)=O)c(Nc3ccc(C4CCN(C5CCOCC5)CC4)cc3)n2)C1,5.26,550.71,2.92,1.0
CN1CCCN([C@@H]2CCCN(c3cnc(C(N)=O)c(Nc4ccc(C5(C)CCN(C6CCCC6)CC5)cc4)n3)C2)C1=O,6.26,574.77,4.34,1.0
Oc1ccccc1-c1nc(NCc2cccnc2)c2ccccc2n1,4.61,328.38,4.01,0.0
N#Cc1ccc(O)c(-c2nc(NCc3cnccn3)c3ccccc3n2)c1,7.77,354.37,3.28,0.0
C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,8.59,471.56,4.22,0.0
C=CC(=O)Nc1cccc(NC(=O)Nc2nc(Nc3ccc(N4CCC(N5CCOCC5)CC4)cc3OC)ncc2Cl)c1,6.19,607.12,4.95,1.0
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N(CC)CC)cc3OC)n2)c1,6.74,475.55,4.84,0.0
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCN(C)CC4)cc3OC)n2)c1,7.77,502.58,3.75,1.0
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c1,7.32,472.55,3.74,0.0
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,7.06,459.51,3.83,0.0
Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c21,7.0,560.62,4.22,1.0
C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(C(C)C)cc4)c3n2)c(OC)cc1N(C)CCN(C)C,8.38,528.66,4.81,1.0
C=CC(=O)Nc1cc(Nc2ncc3nc(Nc4ccccc4)n(C)c3n2)c(OC)cc1N(C)CCN(C)C,8.46,515.62,3.98,1.0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CC(=O)O)cc3)nc21,6.66,455.3,4.67,0.0
N#C/C(=C\c1ccc(C=O)cc1)C(=O)O,4.33,201.18,1.49,0.0
CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,5.35,489.45,4.13,0.0
O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.7,404.65,4.22,0.0
CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.92,411.26,4.22,0.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(SCC(=O)N4CCOCC4)cc3)ncc2Cl)c1,8.04,525.03,4.69,1.0
O=S(=O)(NCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)C(F)(F)F,7.49,606.99,6.94,2.0
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc([N+](=O)[O-])c2)n1,5.05,470.92,4.33,0.0
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)COCc3ccccc3)cc2)n1,5.57,589.1,5.58,2.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,7.92,446.91,4.28,0.0
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2[N+](=O)[O-])n1,5.03,470.92,4.33,0.0
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc([N+](=O)[O-])cc2)n1,5.0,470.92,4.33,0.0
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)COCc3ccccc3)cc2)n1,6.03,589.1,5.58,2.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,4.74,494.98,4.55,0.0
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)/C=C/CN(C)C)n1,4.92,552.08,4.48,1.0
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc([N+](=O)[O-])c2)n1,4.63,470.92,4.33,0.0
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(C)=O)c2)n1,4.76,482.97,4.38,0.0
